HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
123700,"41-50","m",7,"74","Japan Chin",,,,"K",2011,"m","schwarz/weiss"
123707,"51-60","w",7,"73","Mischling klein",,,,"K",2011,"m","beige"
123717,"61-70","w",7,"72","Neufundländer",,,,"I",2012,"w","schwarz"
123731,"51-60","w",3,"31","Jack Russel Terrier",,,,"K",2009,"w","schwarz/weiss"
123734,"51-60","w",7,"72","Golden Retriever",,"Pudel",,"I",2014,"m","schwarz"
123735,"61-70","w",2,"21","Jack Russel Terrier",,,,"K",2014,"w","tricolor"
123754,"31-40","m",10,"102","Boxer",,,,"I",2012,"m","gestromt"
123783,"51-60","m",9,"91","Mischling klein",,,,"K",2014,"m","weiss/braun"
123784,"31-40","w",10,"102","Mops",,,,"K",2010,"m","beige/schwarz"
123792,"41-50","m",1,"13","Labrador Retriever","Mischling",,,"I",2014,"w","weiss/gelb"
123808,"51-60","m",4,"42","Deutsche Dogge",,,,"I",2014,"w","schwarz"
123814,"71-80","w",9,"92","Mischling klein",,,,"K",2014,"w","braun"
123816,"31-40","w",9,"91","Terrier","Mischling",,,"K",2014,"w","beige"
123832,"21-30","w",11,"115","Chihuahua",,,,"K",2013,"m","weiss/braun"
123871,"51-60","w",7,"74","Dachshund",,,,"K",2006,"w","schwarz"
123871,"51-60","w",7,"74","Dachshund",,,,"K",2007,"m","schwarz"
123871,"51-60","w",7,"74","Mischling gross",,,,"I",2018,"w","schwarz/braun"
123921,"21-30","w",3,"34","Chihuahua",,,,"K",2014,"w","tricolor"
123922,"61-70","w",4,"42","Malteser",,,,"K",2014,"w","weiss"
123926,"41-50","w",9,"92","Zwergpinscher",,,,"K",2009,"m","schwarz/braun"
123936,"51-60","w",3,"34","Chihuahua",,,,"K",2014,"w","weiss/braun"
123943,"31-40","m",1,"11","Yorkshire Terrier",,,,"K",2012,"m","schwarz/braun"
123944,"61-70","m",6,"61","Golden Retriever",,"Pudel",,"I",2014,"w","beige"
123946,"41-50","w",11,"119","Zwergspitz",,,,"K",2014,"w","braun"
123960,"31-40","m",9,"92","Shiba Inu",,,,"K",2014,"m","rot"
123968,"51-60","m",2,"21","Chihuahua",,,,"K",2014,"w","blue"
123971,"21-30","m",12,"123","Parson Jack Russell Terrier",,"Labrador Retriever",,"I",2016,"w","weiss/schwarz"
123981,"31-40","w",9,"92","Akita",,,,"I",2014,"m","rot/weiss"
123983,"31-40","w",4,"41","Französische Bulldogge",,,,"K",2014,"w","schwarz gestromt"
123984,"41-50","w",3,"34","Mischling klein",,,,"K",2019,"w","tricolor"
123984,"41-50","w",3,"34","Groenendael",,,,"I",2013,"m","schwarz"
124036,"41-50","w",3,"31","Mittelpudel",,,,"K",2014,"w","schwarz"
124080,"31-40","w",11,"111","Golden Retriever",,,,"I",2014,"m","beige"
124137,"41-50","m",3,"34","Mischling klein",,,,"K",2014,"m","schwarz"
124139,"31-40","w",3,"31","Samojede",,,,"I",2014,"m","weiss"
124170,"51-60","w",12,"123","Yorkshire Terrier",,,,"K",2009,"m","schwarz/braun"
124226,"51-60","w",4,"42","Chow Chow",,,,"I",2017,"w","weiss"
124241,"41-50","m",12,"123","Chihuahua",,,,"K",2011,"w","weiss"
124242,"31-40","w",2,"24","Beagle","Mischling",,,"K",2017,"w","beige"
124242,"31-40","w",2,"24","Dachshund",,,,"K",2012,"w","braun"
124243,"31-40","m",12,"123","Französische Bulldogge",,,,"K",2012,"m","dunkel gestromt"
124243,"31-40","m",12,"123","Pomeranian",,,,"K",2018,"w","orange"
124259,"41-50","m",12,"121","Mops",,,,"K",2014,"m","beige"
124266,"41-50","w",2,"24","Canaan Dog","Mischling",,,"I",2011,"w","weiss/braun"
124268,"51-60","w",1,"11","Zwergspitz",,,,"K",2014,"m","beige"
124324,"21-30","w",12,"123","Englische Bulldogge",,,,"I",2018,"m","braun/weiss"
124332,"21-30","w",11,"111","Französische Bulldogge",,,,"K",2014,"m","braun"
124336,"31-40","w",11,"111","Cocker Spaniel",,,,"K",2010,"w","rot"
124346,"31-40","w",11,"115","Labrador Retriever",,,,"I",2014,"w","schwarz"
124359,"31-40","w",2,"24","Podenco",,,,"I",2007,"w","hellbraun"
124359,"31-40","w",2,"24","Chihuahua",,,,"K",2009,"m","weiss/beige"
124374,"31-40","w",11,"111","Chihuahua",,,,"K",2014,"m","red merle"
124376,"41-50","w",11,"119","Mops",,,,"K",2014,"m","schwarz"
124397,"31-40","w",9,"92","Appenzeller Sennenhund",,"Jack Russel Terrier",,"I",2013,"w","rot/weiss"
124402,"71-80","w",6,"61","Mischling klein",,,,"K",2012,"w","beige/schwarz"
124403,"51-60","w",7,"72","Mischling gross",,,,"I",2011,"w","beige/rot"
124417,"51-60","w",3,"33","Flat Coated Retriever",,,,"I",2016,"w","schwarz"
124417,"51-60","w",3,"33","Mischling gross",,,,"I",2018,"m","hellbraun"
124417,"51-60","w",3,"33","Golden Retriever",,,,"I",2014,"m","golden"
124428,"31-40","w",4,"44","Beagle",,"Mops",,"K",2013,"m","beige"
124430,"31-40","m",7,"74","Zwergdackel",,,,"K",2010,"m","schwarz"
124434,"61-70","w",12,"123","Deutscher Schäfer",,,,"I",2014,"w","schwarz/gelb"
124446,"31-40","w",10,"101","Podenco",,,,"I",2009,"w","tricolor"
124467,"61-70","w",3,"34","Chihuahua",,,,"K",2013,"w","braun/beige"
124472,"31-40","w",11,"115","Chihuahua",,,,"K",2013,"m","schwarz/weiss"
124476,"31-40","m",10,"101","Labrador Retriever",,,,"I",2014,"m","grau"
124479,"41-50","w",10,"102","Grosspudel",,,,"I",2013,"w","silber"
124481,"31-40","m",10,"101","Labrador Retriever",,,,"I",2010,"m","schwarz"
124493,"21-30","m",6,"61","Rottweiler",,,,"I",2011,"w","schwarz/braun"
124497,"31-40","w",5,"51","Chihuahua",,,,"K",2011,"m","braun"
124507,"51-60","m",3,"33","Zwergpinscher",,"Rehpinscher",,"K",2011,"m","braun"
124509,"31-40","w",12,"123","Deutscher Kleinspitz",,,,"K",2011,"m","beige"
124510,"41-50","w",8,"82","Mops",,,,"K",2007,"w","beige"
124511,"51-60","w",7,"71","Pudel",,,,"K",2011,"w","tricolor"
124520,"31-40","w",9,"92","Chihuahua",,,,"K",2007,"w","schwarz/braun"
124531,"51-60","w",11,"119","Dalmatiner",,,,"I",2014,"w","weiss/braun"
124535,"21-30","w",11,"119","Collie",,,,"I",2012,"w","gold/sable"
124537,"31-40","w",12,"122","Yorkshire Terrier",,,,"K",2014,"m","black/tan"
124543,"41-50","w",9,"91","Schäfer",,,,"I",2010,"w","weiss"
124543,"41-50","w",9,"91","Schäfer",,,,"I",2016,"m","weiss"
124545,"71-80","w",11,"119","Dachshund","Mischling",,,"K",2007,"m","rotbraun/weiss"
124549,"71-80","m",5,"52","English Setter",,,,"I",2008,"w","schwarz/weiss"
124562,"31-40","w",11,"115","Labrador Retriever",,,,"I",2014,"w","schwarz"
124569,"31-40","w",3,"34","Französische Bulldogge",,,,"K",2011,"w","braun"
124585,"51-60","w",11,"111","Deutscher Schäfer",,,,"I",2013,"m","braun/schwarz"
124587,"51-60","w",2,"21","Mischling klein",,,,"K",2012,"m","braun"
124591,"31-40","w",9,"92","Russischer Toy",,,,"K",2011,"w","rot"
124593,"41-50","w",2,"23","Pudel",,"Chihuahua",,"K",2011,"m","silber"
124594,"41-50","m",4,"42","Bolonka Zwetna","Mischling",,,"K",2013,"m","grau/schwarz"
124595,"81-90","w",11,"111","Mischling klein",,,,"K",2013,"w","beige"
124628,"41-50","w",8,"81","Pointer","Mischling",,,"I",2011,"w","braun"
124633,"51-60","w",2,"21","Französische Bulldogge",,,,"K",2010,"w","weiss/schwarz"
124637,"71-80","w",3,"31","Chihuahua",,,,"K",2011,"m","weiss/beige"
124645,"51-60","w",3,"33","Mischling klein",,,,"K",2014,"w","braun"
124648,"41-50","w",5,"51","Pudel","Mischling",,,"K",2011,"m","apricot"
124649,"71-80","w",10,"101","Dachshund",,,,"K",2007,"w","saufarben"
124652,"41-50","w",8,"82","Schnauzer","Mischling",,,"I",2012,"w","schwarz"
124665,"31-40","m",10,"101","Mischling klein",,,,"K",2014,"m","braun/weiss"
124671,"61-70","w",3,"33","Malteser",,,,"K",2010,"w","weiss/schwarz"
124671,"61-70","w",3,"33","Malteser",,,,"K",2015,"w","weiss"
124672,"41-50","w",9,"91","Malteser",,,,"K",2014,"m","weiss"
124673,"41-50","m",10,"101","Dachshund",,,,"K",2011,"w","braun"
124674,"31-40","w",11,"111","Podenco","Mischling",,,"I",2005,"m","braun/weiss"
124675,"31-40","w",2,"24","Cocker Spaniel",,,,"K",2005,"w","schwarz"
124693,"61-70","m",3,"33","Berner Sennenhund",,,,"I",2014,"m","tricolor"
124694,"41-50","w",11,"115","Jack Russel Terrier",,,,"K",2010,"w","weiss"
124707,"31-40","w",11,"119","Mischling klein",,,,"K",2010,"w","beige"
124729,"71-80","m",3,"31","Border Collie","Mischling",,,"I",2010,"m","schwarz/weiss"
124733,"31-40","m",10,"101","Mops",,,,"K",2009,"m","beige"
124735,"71-80","w",7,"71","Norwich Terrier",,,,"K",2006,"m","beige/rot"
124749,"31-40","w",9,"92","Yorkshire Terrier",,"Malteser",,"K",2010,"m","weiss"
124757,"31-40","w",10,"101","Mops",,,,"K",2010,"w","beige"
124764,"51-60","w",8,"82","Labrador",,"Pudel",,"I",2014,"w","apricot"
124766,"31-40","m",4,"44","Mops",,,,"K",2010,"m","beige"
124770,"31-40","m",9,"91","Yorkshire Terrier",,,,"K",2010,"m","schwarz/braun"
124783,"51-60","m",3,"34","Chihuahua",,,,"K",2009,"m","beige"
124786,"51-60","m",10,"101","Mischling klein",,,,"K",2010,"m","schwarz/braun"
124789,"61-70","m",9,"92","Shih Tzu",,"Chihuahua",,"K",2010,"w","weiss/rot"
124790,"51-60","w",10,"101","Mischling gross",,,,"I",2014,"w","braun/schwarz"
124791,"51-60","m",1,"11","Galgo Espanol",,,,"I",2008,"w","beige"
124798,"41-50","m",9,"92","Mischling klein",,,,"K",2014,"w","schwarz/braun"
124800,"61-70","w",7,"74","Mischling klein",,,,"K",2014,"m","schwarz"
124809,"51-60","m",3,"33","Chihuahua",,,,"K",2010,"w","braun"
124835,"51-60","w",6,"63","West Highland White Terrier",,"Malteser",,"K",2009,"w","creme"
124856,"31-40","w",12,"122","Australian Shepherd",,,,"I",2014,"m","tricolor"
124906,"41-50","w",7,"71","Golden Retriever",,"Labrador Retriever",,"I",2018,"w","blondfarben"
124911,"31-40","w",9,"91","Französische Bulldogge",,,,"K",2013,"w","rot"
124928,"41-50","m",9,"92","Chihuahua",,,,"K",2010,"m","weiss"
124931,"51-60","w",12,"122","Dachshund",,,,"K",2017,"w","schwarz/braun"
124932,"61-70","m",11,"115","Pekingese","Mischling",,,"K",2010,"m","braun"
124933,"51-60","m",12,"121","Chihuahua",,,,"K",2010,"w","weiss/braun"
124934,"21-30","w",12,"122","Französische Bulldogge",,,,"K",2011,"m","schwarz/weiss"
124936,"31-40","w",12,"123","Chihuahua",,,,"K",2014,"m","schwarz/braun"
124939,"31-40","w",4,"44","Mischling klein",,,,"K",2010,"m","schwarz"
125021,"31-40","w",5,"52","Bolonka Zwetna",,,,"K",2010,"m","grau/schwarz"
125025,"21-30","w",10,"101","Chihuahua",,,,"K",2010,"m","braun"
125031,"31-40","w",9,"91","Chihuahua",,,,"K",2014,"w","weiss/schwarz"
125049,"21-30","w",11,"119","Chihuahua","Mischling",,,"K",2010,"w","weiss/schwarz"
125064,"31-40","w",9,"91","Labrador Retriever",,,,"I",2010,"w","schwarz"
125074,"31-40","w",2,"21","Jack Russel Terrier","Mischling",,,"K",2012,"w","weiss/braun"
125106,"21-30","w",11,"111","Yorkshire Terrier",,,,"K",2009,"w","schwarz/braun"
125109,"51-60","w",9,"92","Mischling klein",,,,"K",2016,"w","weiss"
125109,"51-60","w",9,"92","Zwergspitz",,,,"K",2014,"m","hellbraun"
125110,"21-30","w",11,"115","Chihuahua",,,,"K",2014,"w","black/tan"
125114,"31-40","w",10,"101","Pinscher",,,,"K",2013,"m","hellbraun"
125121,"41-50","m",7,"73","Pomeranian",,"Zwergspitz",,"K",2014,"m","black/tan"
125130,"41-50","w",3,"31","Zwergspitz",,,,"K",2014,"m","hellbraun"
125130,"41-50","w",3,"31","Zwergspitz",,,,"K",2015,"m","braun/rot"
125168,"41-50","w",6,"61","Kooikerhondje",,,,"K",2014,"m","weiss/orange"
125170,"71-80","w",11,"119","Mischling gross",,,,"I",2008,"m","schwarz"
125172,"81-90","w",11,"111","Zwergpudel",,,,"K",2006,"m","schwarz"
125182,"41-50","w",11,"119","Chihuahua",,,,"K",2011,"w","beige"
125210,"51-60","w",11,"111","Golden Retriever",,,,"I",2016,"m","weiss/braun"
125227,"31-40","w",3,"34","Mischling klein",,,,"K",2014,"w","tricolor"
125258,"51-60","w",6,"63","Australian Cattle Dog",,,,"I",2010,"m","grau/schwarz"
125261,"41-50","w",11,"111","Malteser",,,,"K",2014,"w","weiss"
125277,"61-70","w",7,"72","Malteser",,"Havaneser",,"K",2014,"m","schwarz/weiss"
125279,"21-30","w",1,"11","Bichon",,"Yorkshire Terrier",,"K",2007,"m","tricolor"
125294,"31-40","w",12,"123","Labrador Retriever",,,,"I",2014,"w","schwarz"
125305,"21-30","w",3,"33","Shiba Inu",,,,"K",2011,"m","hellbraun"
125309,"21-30","w",8,"81","Yorkshire Terrier",,,,"K",2014,"m","steelblue"
125311,"31-40","w",12,"122","Bolonka Zwetna",,,,"K",2014,"m","schwarz/braun"
125328,"41-50","m",3,"31","Jack Russel Terrier",,,,"K",2014,"w","tricolor"
125328,"41-50","m",3,"31","Jack Russel Terrier",,,,"K",2010,"m","weiss"
125330,"51-60","w",10,"101","Malteser",,,,"K",2014,"w","weiss"
125332,"41-50","m",5,"51","Chihuahua",,,,"K",2014,"w","weiss/beige"
125334,"41-50","m",9,"92","Golden Retriever",,,,"I",2014,"w","blondfarben"
125338,"31-40","w",12,"122","Chihuahua",,,,"K",2014,"m","beige/weiss"
125339,"21-30","w",11,"111","Chihuahua",,,,"K",2014,"m","weiss/beige"
125348,"41-50","m",4,"42","Malteser",,,,"K",2014,"w","weiss"
125350,"41-50","m",8,"83","Pekingese",,,,"K",2014,"m","weiss"
125358,"31-40","w",9,"92","Deutscher Schäfer","Mischling",,,"I",2014,"w","braun"
125364,"41-50","w",11,"111","Berger des Pyrenées",,"Malinois",,"I",2010,"m","dunkelbraun"
125370,"41-50","w",11,"119","Malteser",,,,"K",2006,"w","weiss"
125379,"51-60","w",9,"91","Zwergpudel",,,,"K",2013,"w","schwarz"
125379,"51-60","w",9,"91","Zwergpudel",,,,"K",2002,"m","schwarz/weiss"
125399,"41-50","m",12,"123","Rottweiler",,,,"I",2014,"m","schwarz"
125400,"41-50","w",5,"51","Epagneul Breton (Bretonischer Vorstehhund)",,"Setter",,"I",2008,"w","weiss/rot"
125408,"21-30","w",11,"111","Chihuahua",,,,"K",2013,"m","braun"
125409,"21-30","m",4,"42","Mops",,,,"K",2013,"m","schwarz"
125467,"21-30","m",11,"111","Labrador Retriever","Mischling",,,"I",2016,"w","schwarz"
125469,"41-50","w",12,"122","Mischling klein",,,,"K",2014,"m","tricolor"
125470,"21-30","w",10,"101","Zwergspitz",,,,"K",2014,"m","orange"
125471,"71-80","w",6,"61","Welsh Terrier",,,,"K",2008,"m","black/tan"
125472,"51-60","w",11,"119","Mischling klein",,,,"K",2012,"m","hellbraun"
125502,"51-60","w",7,"74","Labrador Retriever",,,,"I",2019,"m","gelb"
125532,"51-60","m",3,"34","Beagle",,,,"K",2011,"m","tricolor"
125539,"71-80","w",10,"101","West Highland White Terrier",,,,"K",2017,"w","weiss"
125568,"51-60","w",7,"72","Havaneser",,,,"K",2014,"w","schwarz"
125575,"31-40","w",11,"115","Boxer",,,,"I",2009,"w","fawn"
125587,"41-50","w",11,"119","Mischling klein",,,,"K",2007,"w","schwarz/weiss"
125587,"41-50","w",11,"119","Mischling klein",,,,"K",2006,"w","weiss"
125589,"51-60","w",11,"119","Zwergpinscher",,"Rehpinscher",,"K",2010,"w","braun"
125605,"31-40","w",11,"111","Chihuahua",,,,"K",2009,"w","braun/weiss"
125610,"21-30","w",9,"91","Deutscher Kleinspitz",,,,"K",2014,"m","schwarz/grau"
125611,"21-30","w",7,"74","Zwergschnauzer",,,,"K",2011,"m","schwarz"
125618,"41-50","w",3,"34","Malteser",,,,"K",2014,"m","weiss"
125622,"21-30","m",11,"111","Mischling klein",,,,"K",2014,"w","weiss"
125626,"31-40","m",6,"63","Berner Sennenhund",,"Appenzeller Sennenhund",,"I",2013,"m","tricolor"
125628,"41-50","w",7,"74","Labrador Retriever",,,,"I",2019,"m","schwarz"
125633,"61-70","w",7,"71","Zwergdackel",,,,"K",2004,"m","saufarben"
125641,"21-30","w",11,"119","Mops",,,,"K",2009,"m","beige"
125643,"31-40","w",6,"61","Yorkshire Terrier",,,,"K",2018,"w","blue/tan"
125644,"51-60","w",7,"73","Jack Russel Terrier",,,,"K",2017,"m","tricolor"
125649,"61-70","m",9,"92","Schäfer",,"Labrador Retriever",,"I",2005,"m","beige gestromt"
125651,"71-80","w",7,"72","Podenco",,,,"I",2009,"w","braun"
125656,"51-60","w",11,"115","Welsh Terrier",,,,"K",2015,"w","black/tan"
125668,"41-50","w",9,"92","Mischling klein",,,,"K",2008,"m","hellbraun/weiss"
125670,"41-50","m",3,"31","Boston Terrier",,,,"K",2011,"m","braun/weiss"
125672,"21-30","w",4,"44","Malteser",,,,"K",2014,"w","weiss"
125676,"51-60","w",2,"21","Rhodesian Ridgeback",,,,"I",2015,"w","hellbraun"
125677,"51-60","w",7,"73","Mischling klein",,,,"K",2007,"m","grau/braun"
125689,"61-70","w",7,"74","Mittelpudel",,,,"K",2014,"m","schwarz"
125693,"31-40","w",3,"31","Mischling klein",,,,"K",2013,"w","schwarz"
125728,"31-40","w",3,"34","Chihuahua",,,,"K",2005,"m","braun"
125728,"31-40","w",3,"34","Chihuahua",,,,"K",2010,"m","braun/weiss"
125729,"41-50","m",12,"123","Zwergschnauzer",,,,"K",2014,"m","schwarz/silber"
125738,"51-60","w",10,"102","Chihuahua",,,,"K",2017,"m","braun"
125740,"31-40","w",12,"123","Mischling klein",,,,"K",2010,"w","tricolor"
125749,"41-50","w",2,"24","Barbet",,,,"I",2014,"m","schwarz/weiss"
125752,"61-70","m",11,"119","Malteser",,,,"K",2014,"m","weiss"
125775,"51-60","m",2,"24","Yorkshire Terrier",,,,"K",2017,"w","schwarz/braun"
125775,"51-60","m",2,"24","Yorkshire Terrier",,,,"K",2009,"m","black/tan"
125776,"61-70","w",2,"24","Yorkshire Terrier",,,,"K",2014,"w","black/tan"
125776,"61-70","w",2,"24","Yorkshire Terrier",,,,"K",2015,"m","schwarz/braun"
125782,"51-60","w",8,"83","Border Terrier",,,,"K",2008,"w","braun"
125783,"21-30","m",12,"121","Rottweiler","Mischling",,,"I",2014,"m","schwarz/braun"
125784,"51-60","m",5,"51","Lagotto Romagnolo",,,,"I",2014,"w","braun/grau"
125785,"51-60","w",7,"74","Cavalier King Charles Spaniel",,,,"K",2014,"m","black/tan"
125794,"61-70","w",2,"24","Labrador Retriever",,,,"I",2014,"m","schwarz"
125798,"51-60","w",8,"82","Havaneser",,,,"K",2011,"m","weiss/schwarz"
125808,"61-70","m",7,"72","Englische Bulldogge",,,,"I",2014,"w","braun/weiss"
125809,"71-80","w",9,"91","Canaan Dog",,,,"I",2018,"w","creme"
125820,"31-40","m",8,"81","Französische Bulldogge",,,,"K",2014,"m","beige"
125824,"31-40","w",4,"42","Mops",,,,"K",2014,"m","beige/schwarz"
125825,"51-60","m",7,"72","Weimaraner",,,,"I",2009,"m","grau"
125832,"51-60","w",7,"71","Bolonka Zwetna",,,,"K",2009,"w","schwarz"
125836,"51-60","w",11,"111","Continental Bulldog",,,,"I",2018,"m","rot/weiss"
125862,"41-50","w",12,"121","Chihuahua",,"Shih Tzu",,"K",2016,"m","weiss/schwarz"
125862,"41-50","w",12,"121","Chihuahua",,,,"K",2014,"m","schwarz"
125870,"21-30","m",2,"21","Jack Russel Terrier",,,,"K",2009,"w","tricolor"
125877,"71-80","w",7,"71","English Cocker Spaniel",,,,"K",2015,"m","schwarz/loh"
125884,"41-50","m",9,"92","Weimaraner",,,,"I",2014,"m","grau/silber"
125889,"71-80","w",7,"74","Chihuahua",,,,"K",2007,"m","rot/braun"
125898,"41-50","w",11,"119","Bolonka Zwetna",,,,"K",2014,"m","weiss/beige"
125902,"41-50","w",2,"24","Golden Retriever",,,,"I",2015,"w","golden"
125912,"51-60","w",1,"11","Yorkshire Terrier",,"Biewer Yorkshire Terrier",,"K",2014,"m","schwarz/braun"
125924,"31-40","w",11,"119","Chihuahua",,,,"K",2009,"w","beige"
125933,"41-50","w",2,"23","Magyar Viszla",,,,"I",2010,"w","hellbraun"
125937,"51-60","m",6,"63","Transylvanischer Laufhund",,,,"I",2014,"m","schwarz/braun"
125970,"51-60","m",11,"119","Zwergspitz",,"Pomeranian",,"K",2014,"m","weiss"
125974,"41-50","w",11,"115","Schnauzer",,,,"I",2006,"m","pfeffer/salz"
125995,"71-80","m",10,"101","Shih Tzu",,,,"K",2017,"m","schwarz/grau"
125997,"21-30","m",9,"92","Englische Bulldogge",,,,"I",2014,"m","weiss"
126008,"41-50","w",7,"74","Flat Coated Retriever",,,,"I",2010,"w","schwarz"
126020,"61-70","w",6,"63","Welsh Corgi","Mischling",,,"K",2012,"m","weizen"
126027,"51-60","w",6,"61","Ratero","Mischling",,,"K",2004,"m","schwarz/weiss"
126037,"31-40","w",11,"111","Cocker Spaniel",,,,"K",2018,"w","blondfarben"
126047,"31-40","w",6,"63","Border Collie",,,,"I",2005,"w","blue/merle"
126048,"41-50","w",7,"72","Chihuahua",,,,"K",2006,"w","braun"
126054,"51-60","w",3,"34","Jack Russel Terrier",,,,"K",2007,"m","tricolor"
126116,"61-70","w",8,"83","Dachshund",,,,"K",2009,"m","saufarben"
126121,"51-60","m",3,"34","Berner Sennenhund",,,,"I",2019,"m","schwarz/braun/weiss"
126122,"61-70","w",10,"101","Yorkshire Terrier",,,,"K",2015,"m","braun/schwarz"
126125,"41-50","m",4,"44","Chihuahua",,,,"K",2016,"m","choco"
126131,"41-50","w",8,"81","Zwergdachshund",,,,"K",2015,"m","saufarben"
126190,"31-40","m",11,"111","Dogo Argentino",,,,"I",2015,"m","weiss"
126212,"21-30","w",12,"122","Malteser",,,,"K",2011,"m","weiss"
126226,"31-40","w",10,"101","Italienisches Windspiel",,,,"K",2015,"m","grau"
126230,"41-50","w",11,"119","Labrador Retriever",,,,"I",2011,"m","schwarz"
126235,"31-40","w",10,"101","Parson Jack Russell Terrier",,,,"K",2015,"w","weiss/braun/schwarz"
126245,"21-30","m",2,"23","Jack Russel Terrier","Mischling",,,"K",2011,"m","weiss/braun"
126250,"21-30","m",2,"23","Mischling gross",,,,"I",2014,"m","schwarz/weiss"
126251,"51-60","w",4,"42","Malteser",,,,"K",2014,"w","weiss"
126252,"31-40","w",9,"92","Chihuahua",,,,"K",2010,"w","rot/weiss"
126253,"41-50","m",9,"91","Dachshund",,,,"K",2015,"m","schwarz/rot"
126255,"51-60","m",11,"119","Yorkshire Terrier",,,,"K",2015,"w","black/tan"
126260,"41-50","w",9,"91","Mischling gross",,,,"I",2019,"w","blondfarben"
126271,"71-80","w",10,"101","Mischling klein",,,,"K",2004,"m","weiss/rot"
126303,"71-80","w",4,"41","Malteser",,,,"K",2015,"w","weiss"
126310,"41-50","w",9,"92","Mischling klein",,,,"K",2010,"m","schwarz/weiss"
126338,"71-80","m",9,"92","Havaneser",,,,"K",2015,"m","tricolor"
126340,"51-60","w",11,"115","Sibirischer Husky",,,,"I",2013,"w","braun/weiss"
126344,"41-50","m",8,"82","Schäfer","Mischling",,,"I",2013,"m","braun/schwarz"
126386,"51-60","w",9,"91","Zwergpudel",,,,"K",2014,"w","schwarz"
126390,"81-90","w",2,"21","Yorkshire Terrier",,,,"K",2018,"m","schwarz/grau"
126393,"41-50","m",3,"31","Podenco","Mischling",,,"I",2008,"w","braun"
126396,"31-40","w",2,"24","Mischling gross",,,,"I",2006,"m","rot/braun"
126403,"31-40","m",6,"63","Beagle",,,,"K",2015,"w","tricolor"
126405,"21-30","w",5,"52","Chihuahua",,,,"K",2010,"m","weiss"
126407,"51-60","m",6,"61","Mischling klein",,,,"K",2014,"w","weiss"
126431,"31-40","w",9,"92","Labrador Retriever",,,,"I",2014,"w","braun"
126437,"41-50","w",5,"52","Mischling klein",,,,"K",2015,"w","braun"
126442,"41-50","m",9,"92","Grosser Schweizer Sennenhund",,,,"I",2016,"w","tricolor"
126442,"41-50","m",9,"92","Appenzeller Sennenhund","Mischling",,,"I",2015,"w","tricolor"
126448,"61-70","m",11,"115","Grosspudel",,,,"I",2015,"m","schwarz"
126451,"21-30","w",5,"52","Mops",,,,"K",2011,"m","beige/schwarz"
126453,"31-40","w",2,"23","Parson Russell Terrier",,,,"K",2015,"w","tricolor"
126454,"41-50","m",5,"52","Parson Russell Terrier",,,,"K",2014,"m","weiss/rot"
126455,"61-70","w",11,"119","Yorkshire Terrier",,,,"K",2015,"w","choco"
126462,"31-40","m",9,"91","Französische Bulldogge",,,,"K",2015,"w","weiss"
126477,"51-60","w",7,"72","Grosser Schweizer Sennenhund",,,,"I",2015,"w","schwarz/braun/weiss"
126482,"31-40","m",12,"121","Continental Bulldog",,,,"I",2017,"w","weiss/braun"
126482,"31-40","m",12,"121","Labrador Retriever",,,,"I",2005,"w","schwarz"
126491,"81-90","w",2,"21","Malteser",,,,"K",2008,"m","weiss"
126492,"41-50","w",11,"119","Chihuahua",,,,"K",2007,"w","schwarz"
126534,"51-60","w",8,"82","Zwergpudel",,,,"K",2015,"w","schwarz"
126540,"51-60","m",4,"42","English Cocker Spaniel",,,,"K",2009,"m","braun schimmel"
126597,"61-70","m",4,"42","Jack Russel Terrier",,"Wolfspitz",,"K",2014,"m","hellbraun/weiss"
126601,"51-60","w",12,"123","Malteser",,,,"K",2015,"m","weiss"
126607,"51-60","m",11,"115","Mexikanischer Nackthund",,,,"K",2012,"w","schwarz"
126673,"51-60","m",12,"121","Spitz","Mischling",,,"K",2011,"w","creme"
126685,"31-40","w",9,"92","Barbet",,,,"I",2015,"m","schwarz"
126732,"51-60","w",3,"31","Australien Kelpie",,,,"I",2015,"w","braun"
126735,"51-60","m",8,"82","Bernhardiner",,,,"I",2016,"m","weiss/rot"
126746,"51-60","w",11,"111","Yorkshire Terrier",,,,"K",2009,"m","blue/tan"
126747,"31-40","w",2,"21","Boxer","Mischling",,,"I",2008,"m","braun"
126768,"51-60","w",6,"61","Terrier","Mischling",,,"K",2008,"m","black/tan"
126868,"41-50","m",10,"101","Kooikerhondje",,,,"K",2010,"m","rot/weiss"
126873,"31-40","w",2,"23","Pinscher",,,,"K",2009,"w","braun"
126901,"41-50","w",7,"72","Flat Coated Retriever",,,,"I",2018,"w","schwarz"
126910,"31-40","w",3,"31","Rehpinscher",,,,"K",2008,"m","schwarz/braun"
126911,"31-40","w",4,"44","Boston Terrier",,,,"K",2014,"m","braun gestromt"
126932,"21-30","m",9,"91","Chihuahua",,"Pinscher",,"K",2014,"m","schwarz"
126947,"31-40","w",11,"119","Chinese Crested Powderpuff",,,,"K",2010,"m","weiss"
126970,"41-50","w",2,"24","Pudel",,"American Cocker Spaniel",,"K",1971,"w","schwarz"
126972,"61-70","w",11,"119","Yorkshire Terrier",,,,"K",2018,"m","black/tan"
